1542763	1544179	1417	1	1417	1417	98.45	5437407	1417	0.03	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000012
2020564	2021685	1	1122	1122	1122	100.00	4641652	1122	0.02	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000013
2079073	2080194	1122	1	1122	1122	98.84	5437407	1122	0.02	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000013
1650699	1662964	1	12266	12266	12266	100.00	5179971	12266	0.24	100.00	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000016
2644682	2645304	623	1	623	623	95.51	5437407	12266	0.01	5.08	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000016
2643857	2644232	12266	11889	376	378	96.30	5437407	12266	0.01	3.08	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000016
2490295	2491525	1	1231	1231	1231	100.00	5179971	1231	0.02	100.00	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000017
1708339	1709569	1231	1	1231	1231	93.74	5437407	1231	0.02	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000017
4146942	4148685	1	1744	1744	1744	100.00	5069678	1744	0.03	100.00	gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	contig-1000018
36722	37069	348	1	348	348	98.85	5437407	1744	0.01	19.95	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000018
35444	36699	1744	489	1256	1256	97.37	5437407	1744	0.02	72.02	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000018
2188818	2189295	1	478	478	478	98.33	5594477	1925	0.01	24.83	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000021
2239782	2240259	1	478	478	478	98.33	5594477	1925	0.01	24.83	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000021
2697058	2697535	1	478	478	478	98.33	5594477	1925	0.01	24.83	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000021
2927294	2928743	476	1925	1450	1450	91.32	5437407	1925	0.03	75.32	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000021
2698955	2699297	1583	1925	343	343	96.21	5594477	1925	0.01	17.82	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000021
1552800	1554724	1925	1	1925	1925	100.00	5594477	1925	0.03	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000021
184877	186110	1	1234	1234	1234	99.68	5594477	1234	0.02	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000022
180678	181911	1	1234	1234	1234	99.84	4641652	1234	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000022
4268657	4269890	1234	1	1234	1234	98.95	5437407	1234	0.02	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000022
4376755	4379861	1	3107	3107	3107	98.78	5069678	3107	0.06	100.00	gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	contig-1000023
4346704	4349809	1	3107	3106	3107	98.52	5179971	3107	0.06	100.00	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000023
5081076	5084182	3107	1	3107	3107	100.00	5437407	3107	0.06	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000023
1910179	1910479	1	301	301	301	100.00	5594477	1754	0.01	17.16	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000028
1661877	1663630	1754	1	1754	1754	100.00	5594477	1754	0.03	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000028
1879994	1881208	1	1220	1215	1220	98.36	5437407	1220	0.02	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000031
2175408	2176627	1220	1	1220	1220	100.00	4641652	1220	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000031
282288	283601	1	1314	1314	1314	99.70	5437407	1314	0.02	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000032
3655250	3656563	1314	1	1314	1314	100.00	4641652	1314	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000032
4614848	4616060	1213	1	1213	1213	99.84	5594477	1213	0.02	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000036
4128614	4129826	1213	1	1213	1213	99.75	5069678	1213	0.02	100.00	gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	contig-1000036
3516918	3518107	1	1190	1190	1190	100.00	5594477	1190	0.02	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000040
1276022	1277211	1190	1	1190	1190	97.98	5437407	1190	0.02	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000040
1931685	1933479	1	1795	1795	1795	100.00	4641652	1795	0.04	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000043
2214916	2216710	1795	1	1795	1795	99.28	5437407	1795	0.03	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000043
4862635	4864953	1	2319	2319	2319	97.28	5179971	5154	0.04	44.99	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000047
1576842	1577180	2430	2768	339	339	97.94	5437407	5154	0.01	6.58	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000047
4991954	4994077	3031	5154	2124	2124	96.09	5179971	5154	0.04	41.21	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000047
2152987	2154971	3170	5154	1985	1985	97.53	5437407	5154	0.04	38.51	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000047
2473874	2479027	5154	1	5154	5154	100.00	4641652	5154	0.11	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000047
4509618	4511007	1	1390	1390	1390	100.00	4641652	1390	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000052
4555966	4557356	1390	1	1391	1390	99.71	5437407	1390	0.03	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000052
544531	546662	1	2132	2132	2132	99.58	5594477	2132	0.04	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000056
478466	480597	1	2132	2132	2132	99.95	4641652	2132	0.05	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000056
3935687	3937817	2132	1	2131	2132	99.77	5437407	2132	0.04	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000056
487569	489270	1	1702	1702	1702	100.00	5069678	1702	0.03	100.00	gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	contig-1000057
1281423	1281757	335	1	335	335	100.00	5069678	1702	0.01	19.68	gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	contig-1000057
3885171	3886348	1702	525	1178	1178	95.76	5437407	1702	0.02	69.21	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000057
5118412	5119933	1	1522	1522	1522	99.67	5437407	1522	0.03	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000059
4824199	4825720	1522	1	1522	1522	97.70	5594477	1522	0.03	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000059
4028079	4029600	1522	1	1522	1522	99.93	4641652	1522	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000059
946122	947242	1	1121	1121	1121	99.29	5437407	1121	0.02	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000060
3849107	3850227	1121	1	1121	1121	99.29	5594477	1121	0.02	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000060
3107513	3108633	1121	1	1121	1121	99.20	4641652	1121	0.02	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000060
3842807	3844161	1	1355	1355	1355	99.93	4641652	1355	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000062
39740	41094	1355	1	1355	1355	99.93	5437407	1355	0.02	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000062
5212372	5213593	1	1222	1222	1222	99.43	5437407	1222	0.02	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000067
3938134	3939355	1222	1	1222	1222	99.92	4641652	1222	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000067
4199002	4200223	1222	1	1222	1222	98.69	5179971	1222	0.02	100.00	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000067
4638601	4639955	1	1355	1355	1355	100.00	4641652	1355	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000068
4452231	4453585	1355	1	1355	1355	98.15	5437407	1355	0.02	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000068
131617	134236	1	2620	2620	2620	99.08	5437407	2620	0.05	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000069
3792989	3795608	2620	1	2620	2620	100.00	4641652	2620	0.06	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000069
2073778	2075886	1	2108	2109	2108	98.86	5437407	2108	0.04	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000072
2649417	2651524	2108	1	2108	2108	98.96	5594477	2108	0.04	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000072
2024871	2026978	2108	1	2108	2108	99.95	4641652	2108	0.05	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000072
3038776	3040003	1	1228	1228	1228	100.00	4641652	1228	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000076
1018989	1020216	1228	1	1228	1228	99.19	5437407	1228	0.02	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000076
3338415	3340174	1	1758	1760	1758	95.80	5069678	2395	0.03	73.40	gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	contig-1000078
3110166	3110441	1	276	276	276	99.64	4641652	2395	0.01	11.52	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000078
4735655	4737264	153	1759	1610	1607	95.84	5437407	2395	0.03	67.10	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000078
942195	944589	2395	1	2395	2395	100.00	5437407	2395	0.04	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000078
2302559	2308394	1	5836	5836	5836	100.00	5179971	5836	0.11	100.00	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000079
1889877	1890301	425	1	425	425	96.94	5437407	5836	0.01	7.28	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000079
1888888	1889185	5836	5539	298	298	98.99	5437407	5836	0.01	5.11	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000079
4077396	4080059	1	2664	2664	2664	100.00	4641652	2664	0.06	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000080
5073010	5074052	1043	1	1043	1043	98.27	5437407	2664	0.02	39.15	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000080
5069851	5070999	2664	1518	1149	1147	97.74	5437407	2664	0.02	43.06	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000080
4480122	4481583	1	1462	1462	1462	98.02	5437407	1462	0.03	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000082
4609241	4610702	1462	1	1462	1462	100.00	4641652	1462	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000082
4520060	4521348	1	1289	1289	1289	98.06	5437407	1289	0.02	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000086
4564142	4565430	1289	1	1289	1289	100.00	4641652	1289	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000086
491978	494231	1	2254	2254	2254	100.00	5437407	2254	0.04	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000088
3474419	3476672	2254	1	2254	2254	96.41	4641652	2254	0.05	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000088
5004834	5007754	1	2922	2921	2922	94.97	5437407	2922	0.05	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000089
4421292	4424213	2922	1	2922	2922	100.00	5179971	2922	0.06	100.00	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000089
2490877	2493370	1	2488	2494	2488	97.32	5437407	2488	0.05	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000093
1695620	1698107	2488	1	2488	2488	100.00	4641652	2488	0.05	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000093
1228664	1231101	1	2438	2438	2438	100.00	4641652	2438	0.05	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000094
3021858	3024294	2438	1	2437	2438	99.43	5437407	2438	0.04	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000094
4252119	4253726	1	1608	1608	1608	99.56	5437407	1608	0.03	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000096
197555	199162	1608	1	1608	1608	100.00	4641652	1608	0.03	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000096
2968581	2968923	5	347	343	343	96.79	5069678	10000	0.01	3.43	gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	contig-1000097.0
1108888	1118887	10000	1	10000	10000	100.00	5179971	10000	0.19	100.00	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000097.0
4788277	4789023	1180	1926	747	747	96.12	5179971	14734	0.01	5.07	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000097.1
4797259	4797552	9948	10241	294	294	81.63	5179971	14734	0.01	2.00	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000097.1
4797967	4798530	10658	11221	564	564	96.10	5179971	14734	0.01	3.83	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000097.1
3190555	3191664	11372	12484	1110	1113	87.26	5437407	14734	0.02	7.55	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000097.1
4856758	4857330	11373	11945	573	573	87.98	5179971	14734	0.01	3.89	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000097.1
4857614	4858153	12014	12558	540	545	86.61	5179971	14734	0.01	3.70	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000097.1
4014703	4016093	12641	14031	1391	1391	84.23	5594477	14734	0.02	9.44	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000097.1
3558360	3560144	12641	14435	1785	1795	86.21	5069678	14734	0.04	12.18	gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	contig-1000097.1
4017666	4017976	14424	14734	311	311	99.04	5594477	14734	0.01	2.11	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000097.1
3278431	3278741	14424	14734	311	311	99.36	4641652	14734	0.01	2.11	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000097.1
1094154	1108887	14734	1	14734	14734	100.00	5179971	14734	0.28	100.00	gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	contig-1000097.1
1662265	1663885	1	1621	1621	1621	100.00	5069678	1621	0.03	100.00	gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	contig-1000098
2684311	2685466	1621	467	1156	1155	96.46	5437407	1621	0.02	71.25	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000098
3311447	3313255	1	1809	1809	1809	100.00	4641652	1809	0.04	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000100
632534	634342	1809	1	1809	1809	98.18	5437407	1809	0.03	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000100
4580552	4584314	1	3763	3763	3763	100.00	5594477	3763	0.07	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000107
93776	94194	420	1	419	420	95.24	5437407	3763	0.01	11.16	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000107
92418	93664	1673	428	1247	1246	89.66	5437407	3763	0.02	33.11	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000107
3065818	3066758	2695	1752	941	944	91.63	5069678	3763	0.02	25.09	gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	contig-1000107
1289721	1290978	3012	1752	1258	1261	92.47	5437407	3763	0.02	33.51	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000107
1977737	1978446	3735	3012	710	724	90.08	5437407	3763	0.01	19.24	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000107
3141951	3142703	3763	3012	753	752	94.69	5437407	3763	0.01	19.98	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000107
3219596	3220462	1	863	867	863	89.41	5437407	5673	0.02	15.21	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000108
1372778	1378450	5673	1	5673	5673	100.00	5594477	5673	0.10	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000108
3274732	3275814	1	1083	1083	1083	100.00	4641652	1083	0.02	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000113
672403	673484	1083	1	1082	1083	99.45	5437407	1083	0.02	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000113
4512740	4514793	1	2054	2054	2054	97.66	5437407	2054	0.04	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000115
5433814	5435867	2054	1	2054	2054	100.00	5594477	2054	0.04	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000115
2559500	2560665	1	1166	1166	1166	100.00	5594477	1166	0.02	100.00	gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	contig-1000117
2141360	2142525	1166	1	1166	1166	97.77	5437407	1166	0.02	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000117
4059392	4060432	1	1040	1041	1040	97.98	5437407	3060	0.02	33.99	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000118
4060390	4062547	905	3060	2158	2156	97.82	5437407	3060	0.04	70.46	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000118
352614	355673	3060	1	3060	3060	100.00	4641652	3060	0.07	100.00	gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	contig-1000118
2667029	2668507	1	1479	1479	1479	99.73	5437407	1479	0.03	100.00	gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	contig-1000119
